Document;Tablet;Passage;Type;Published;Checked;Chronology;Typology;Notes
Archi2015a;75.2335;Unknown;;No;No;;;
Archi2015a;75.3481;Unknown;;No;No;;;
Archi2015a;75.2596;Unknown;;No;No;;;
Archi2015a;75.1353;Unknown;;No;No;;;
Archi2015a;75.1872;Unknown;;No;No;;;
Archi2015a;75.10143;Unknown;;No;No;;;
Archi2015a;75.1826;Unknown;;No;No;;;
Archi2015a;75.336;Unknown;;No;No;;;
Archi2015a;75.1402;Unknown;;No;No;;;
Archi2015a;2752;Unknown;;No;No;;;
Archi2015a;75.1976;Unknown;;No;No;;;
Archi2015a;75.427;Unknown;;No;No;;;
Archi2015a;75.1410;Unknown;;No;No;;;
Archi2015a;75.10250;Unknown;;No;No;;;
Archi2015a;75.1831;Unknown;;No;No;;;
Archi2015a;76.754;Unknown;;No;No;;;
Archi2015a;75;Unknown;;No;No;;;
Archi2015a;75.10088;Unknown;;No;No;;;
Archi2015a;75.10218+12113;Unknown;;No;No;;;
Archi2015a;75.2239;Unknown;;No;No;;;
Archi2015a;7572;Unknown;;No;No;;;
Archi2015a;75.1432;Unknown;;No;No;;;
Archi2015a;75.1810;Unknown;;No;No;;;
Archi2015a;75.2088;Unknown;;No;No;;;
Archi2015a;75.1642;Unknown;;No;No;;;
Archi2015a;75.1253;Unknown;;No;No;;;
Archi2015a;75.2276;Unknown;;No;No;;;
Archi2015a;75.2278;Unknown;;No;No;;;
Archi2015a;75.10202;Unknown;;No;No;;;
Archi2015a;75.427;Unknown;;No;No;;;
Archi2015a;75.1464;Unknown;;No;No;;;
Archi2015a;75.1630;Unknown;;No;No;;;
Archi2015a;75.2635;Unknown;;No;No;;;
Archi2015a;75.2403;Unknown;;No;No;;;
Archi2015a;75.11365;Unknown;;No;No;;;
Archi2015a;75.2075;Unknown;;No;No;;;
Archi2015a;75.2397;Unknown;;No;No;;;
Archi2015a;75.2333;Unknown;;No;No;;;
Archi2015a;75.2278;Unknown;;No;No;;;
Archi2015a;75.3858;Unknown;;No;No;;;
Archi2015a;75.1738;Unknown;;No;No;;;
Archi2015a;75.2078;Unknown;;No;No;;;
Archi2015a;75.10018+;Unknown;;No;No;;;
Archi2015a;75.2491;Unknown;;No;No;;;
Archi2015a;75.1826+;Unknown;;No;No;;;
Archi2015a;375;Unknown;;No;No;;;
Archi2015a;75.2365;Unknown;;No;No;;;
Archi2015a;75.11757;Unknown;;No;No;;;
Archi2015a;75.1559;Unknown;;No;No;;;
Archi2015a;???¿75;Unknown;;No;No;;;
Archi2015a;75;Unknown;;No;No;;;
Archi2015a;75.10263;Unknown;;No;No;;;
Archi2015a;75.154785;Unknown;;No;No;;;
Archi2015a;75.1827+;Unknown;;No;No;;;
Archi2015a;75.2032;Unknown;;No;No;;;
Archi2015a;75.2280+;Unknown;;No;No;;;
Archi2015a;75.10187;Unknown;;No;No;;;
Archi2015a;75.12450;Unknown;;No;No;;;
Archi2015a;75.1542;Unknown;;No;No;;;
Archi2015a;75/86.3;Unknown;;No;No;;;
Archi2015a;75th;Unknown;;No;No;;;
Archi2015a;55-75;Unknown;;No;No;;;
Archi2015a;175-186;Unknown;;No;No;;;
Archi2015a;75.1218;Unknown;;No;No;;;
Archi2015a;75.1233+;Unknown;;No;No;;;
Archi2015a;75.2225;Unknown;;No;No;;;
Archi2015a;75.1564;Unknown;;No;No;;;
Archi2015a;75.1953;Unknown;;No;No;;;
Archi2015a;75.10274;Unknown;;No;No;;;
Archi2015a;75.2592;Unknown;;No;No;;;
Archi2015a;1+75.12683;Unknown;;No;No;;;
Archi2015a;75.1987;Unknown;;No;No;;;
Archi2015a;75.1000;Unknown;;No;No;;;
Archi2015a;75.1866;Unknown;;No;No;;;
Archi2015a;75.1299;Unknown;;No;No;;;
Archi2015a;75.1218+;Unknown;;No;No;;;
Archi2015a;75.1552;Unknown;;No;No;;;
Archi2015a;75.1544;Unknown;;No;No;;;
Archi2015a;75.1559;Unknown;;No;No;;;
Archi2015a;1975‒1985;Unknown;;No;No;;;
Archi2015a;75.2397;Unknown;;No;No;;;
Archi2015a;75.1564;Unknown;;No;No;;;
Archi2015a;75.10274;Unknown;;No;No;;;
Archi2015a;75.1233+;Unknown;;No;No;;;
Archi2015a;1975‒1985;Unknown;;No;No;;;
Archi2015a;75.2397;Unknown;;No;No;;;
Archi2015a;75.1918;Unknown;;No;No;;;
Archi2015a;75.2598;Unknown;;No;No;;;
Archi2015a;75.2075;Unknown;;No;No;;;
Archi2015a;75.2516;Unknown;;No;No;;;
Archi2015a;75.1376;Unknown;;No;No;;;
Archi2015a;75.2410;Unknown;;No;No;;;
Archi2015a;75.737;Unknown;;No;No;;;
Archi2015a;75.2596;Unknown;;No;No;;;
Archi2015a;75.2333;Unknown;;No;No;;;
Archi2015a;75.3481+;Unknown;;No;No;;;
Archi2015a;75.12287+;Unknown;;No;No;;;
Archi2015a;75.12287;Unknown;;No;No;;;
Archi2015a;75.2327;Unknown;;No;No;;;
Archi2015a;75.4203;Unknown;;No;No;;;
Archi2015a;75.2327+;Unknown;;No;No;;;
Archi2015a;9675;Unknown;;No;No;;;
Archi2015a;275;Unknown;;No;No;;;
Archi2015a;75.22791;Unknown;;No;No;;;
Archi2015a;75.2332;Unknown;;No;No;;;
Archi2015a;75.2428;Unknown;;No;No;;;
Archi2015a;75.2279;Unknown;;No;No;;;
Archi2015a;75.1918;Unknown;;No;No;;;
Archi2015a;75.2279;Unknown;;No;No;;;
Archi2015a;74-75;Unknown;;No;No;;;
Archi2015a;75.1904;Unknown;;No;No;;;
Archi2015a;75.2359;Unknown;;No;No;;;
Archi2015a;75.10201;Unknown;;No;No;;;
Archi2015a;75.2335;Unknown;;No;No;;;
Archi2015a;75.2426;Unknown;;No;No;;;
Archi2015a;75.2280+;Unknown;;No;No;;;
Archi2015a;75.2280+;Unknown;;No;No;;;
Archi2015a;75.2447;Unknown;;No;No;;;
Archi2015a;75.1962;Unknown;;No;No;;;
Archi2015a;75.1797;Unknown;;No;No;;;
Archi2015a;75.2329;Unknown;;No;No;;;
Archi2015a;75.2635;Unknown;;No;No;;;
Archi2015a;75.1917;Unknown;;No;No;;;
Archi2015a;75.1429;Unknown;;No;No;;;
Archi2015a;75.10187;Unknown;;No;No;;;
Archi2015a;75.10197;Unknown;;No;No;;;
Archi2015a;75.2336;Unknown;;No;No;;;
Archi2015a;75.1436;Unknown;;No;No;;;
Archi2015a;75.1826+;Unknown;;No;No;;;
Archi2015a;75.1221;Unknown;;No;No;;;
Archi2015a;75.1225;Unknown;;No;No;;;
Archi2015a;75.2241;Unknown;;No;No;;;
Archi2015a;75.2251;Unknown;;No;No;;;
Archi2015a;75.2275;Unknown;;No;No;;;
Archi2015a;75.2371;Unknown;;No;No;;;
Archi2015a;75.10185;Unknown;;No;No;;;
Archi2015a;75.1428;Unknown;;No;No;;;
Archi2015a;75.1701;Unknown;;No;No;;;
Archi2015a;75.1791;Unknown;;No;No;;;
Archi2015a;75.1870;Unknown;;No;No;;;
Archi2015a;75.1935;Unknown;;No;No;;;
Archi2015a;75.2406;Unknown;;No;No;;;
Archi2015a;75.2462;Unknown;;No;No;;;
Archi2015a;75.2464;Unknown;;No;No;;;
Archi2015a;75.2478;Unknown;;No;No;;;
Archi2015a;75.10079;Unknown;;No;No;;;
Archi2015a;75.2270;Unknown;;No;No;;;
Archi2015a;75.2277;Unknown;;No;No;;;
Archi2015a;75.2353;Unknown;;No;No;;;
Archi2015a;75.2520;Unknown;;No;No;;;
Archi2015a;75.2250;Unknown;;No;No;;;
Archi2015a;75.1729;Unknown;;No;No;;;
Archi2015a;75.10160;Unknown;;No;No;;;
Archi2015a;75.2330;Unknown;;No;No;;;
Archi2015a;75.10082;Unknown;;No;No;;;
Archi2015a;75.2593;Unknown;;No;No;;;
Archi2015a;75.1381;Unknown;;No;No;;;
Archi2015a;75.1382;Unknown;;No;No;;;
Archi2015a;75.1934;Unknown;;No;No;;;
Archi2015a;75.1916;Unknown;;No;No;;;
Archi2015a;75.10201;Unknown;;No;No;;;
Archi2015a;751;Unknown;;No;No;;;
Archi2015a;759;Unknown;;No;No;;;
Archi2015a;75.1252;Unknown;;No;No;;;
Archi2015a;75.1356;Unknown;;No;No;;;
Archi2015a;75.1890;Unknown;;No;No;;;
Archi2015a;75.2242;Unknown;;No;No;;;
Archi2015a;75.2243;Unknown;;No;No;;;
Archi2015a;75.2370;Unknown;;No;No;;;
Archi2015a;75.2372;Unknown;;No;No;;;
Archi2015a;75.2432;Unknown;;No;No;;;
Archi2015a;75.2438+2623;Unknown;;No;No;;;
Archi2015a;75.2523;Unknown;;No;No;;;
Archi2015a;75.10272;Unknown;;No;No;;;
Archi2015a;75.2649;Unknown;;No;No;;;
Archi2015a;75.1827+;Unknown;;No;No;;;
Archi2015a;75.1416;Unknown;;No;No;;;
Archi2015a;75.1942;Unknown;;No;No;;;
Archi2015a;75.2430;Unknown;;No;No;;;
Archi2015a;75.2502;Unknown;;No;No;;;
Archi2015a;75.2504;Unknown;;No;No;;;
Archi2015a;75.10074;Unknown;;No;No;;;
Archi2015a;75.10234;Unknown;;No;No;;;
Archi2015a;75.10275;Unknown;;No;No;;;
Archi2015a;75.2166;Unknown;;No;No;;;
Archi2015a;75.2456;Unknown;;No;No;;;
Archi2015a;75.2503;Unknown;;No;No;;;
Archi2015a;75.2477;Unknown;;No;No;;;
Archi2015a;75.1253+;Unknown;;No;No;;;
Archi2015a;75.10202;Unknown;;No;No;;;
Archi2015a;75.10050+;Unknown;;No;No;;;
Archi2015a;75.1971;Unknown;;No;No;;;
Archi2015a;75.2467;Unknown;;No;No;;;
Archi2015a;75.1422;Unknown;;No;No;;;
Archi2015a;75.1755;Unknown;;No;No;;;
Archi2015a;75.1821;Unknown;;No;No;;;
Archi2015a;75.2406+;Unknown;;No;No;;;
Archi2015a;75.2418;Unknown;;No;No;;;
Archi2015a;75.2507;Unknown;;No;No;;;
Archi2015a;75.2339;Unknown;;No;No;;;
Archi2015a;:75.1729;Unknown;;No;No;;;
Archi2015a;75.2433+2509;Unknown;;No;No;;;
Archi2015a;75.10281;Unknown;;No;No;;;
Archi2015a;75.2164;Unknown;;No;No;;;
Archi2015a;75.2337;Unknown;;No;No;;;
Archi2015a;75.2499;Unknown;;No;No;;;
Archi2015a;75.2542;Unknown;;No;No;;;
Archi2015a;75.10229;Unknown;;No;No;;;
Archi2015a;75.2269;Unknown;;No;No;;;
Archi2015a;75.1918;Unknown;;No;No;;;
Archi2015a;75.1379;Unknown;;No;No;;;
Archi2015a;75;Unknown;;No;No;;;
Archi2015a;75.1389;Unknown;;No;No;;;
Archi2015a;75.1524;Unknown;;No;No;;;
Archi2015a;75.1946;Unknown;;No;No;;;
Archi2015a;75.3887+;Unknown;;No;No;;;
Archi2015a;75.10059;Unknown;;No;No;;;
Archi2015a;75.10088+;Unknown;;No;No;;;
Archi2015a;75.1777+;Unknown;;No;No;;;
Archi2015a;75.10050;Unknown;;No;No;;;
Archi2015a;75.1247+;Unknown;;No;No;;;
Archi2015a;75.1771;Unknown;;No;No;;;
Archi2015a;75.2352+;Unknown;;No;No;;;
Archi2015a;75.2416;Unknown;;No;No;;;
Archi2015a;75.3052+;Unknown;;No;No;;;
Archi2015a;75.12269+;Unknown;;No;No;;;
Archi2015a;75.1783;Unknown;;No;No;;;
Archi2015a;75.1772;Unknown;;No;No;;;
Archi2015a;75.10155;Unknown;;No;No;;;
Archi2015a;75.2359;Unknown;;No;No;;;
Archi2015a;75;Unknown;;No;No;;;
Archi2015a;275;Unknown;;No;No;;;
Archi2015a;475;Unknown;;No;No;;;
Archi2015a;75.1653;Unknown;;No;No;;;
Archi2015a;75.1701;Unknown;;No;No;;;
Archi2015a;75.1867;Unknown;;No;No;;;
Archi2015a;75.1708;Unknown;;No;No;;;
Archi2015a;75.1588;Unknown;;No;No;;;
Archi2015a;75.;Unknown;;No;No;;;
Archi2015a;75.2434+10280;Unknown;;No;No;;;
Archi2015a;75.2434+10280;Unknown;;No;No;;;
Archi2015a;75.2434+10280;Unknown;;No;No;;;
Archi2015a;275-278;Unknown;;No;No;;;
Archi2015a;75-88;Unknown;;No;No;;;
Archi2015a;165-175;Unknown;;No;No;;;
Archi2015a;675;Unknown;;No;No;;;
Archi2015a;752;Unknown;;No;No;;;
Archi2015a;75.2078;Unknown;;No;No;;;
Archi2015a;75.2520;Unknown;;No;No;;;
Archi2015a;75.1356;Unknown;;No;No;;;
Archi2015a;75.1442;Unknown;;No;No;;;
Archi2015a;75.2191;Unknown;;No;No;;;
Archi2015a;75.2440;Unknown;;No;No;;;
Archi2015a;75.2368;Unknown;;No;No;;;
Archi2015a;75.10222;Unknown;;No;No;;;
Archi2015a;754;Unknown;;No;No;;;
Archi2015a;75.1335;Unknown;;No;No;;;
Archi2015a;75.1872;Unknown;;No;No;;;
Archi2015a;75.1889;Unknown;;No;No;;;
Archi2015a;75.1921;Unknown;;No;No;;;
Archi2015a;75.1946;Unknown;;No;No;;;
Archi2015a;75.1986;Unknown;;No;No;;;
Archi2015a;75.2362;Unknown;;No;No;;;
Archi2015a;75.2373;Unknown;;No;No;;;
Archi2015a;75.2401;Unknown;;No;No;;;
Archi2015a;75.2468;Unknown;;No;No;;;
Archi2015a;75.2499;Unknown;;No;No;;;
Archi2015a;75.2653;Unknown;;No;No;;;
Archi2015a;75.10176;Unknown;;No;No;;;
Archi2015a;75.10280;Unknown;;No;No;;;
Archi2015a;75.10103;Unknown;;No;No;;;
Archi2015a;75.2517;Unknown;;No;No;;;
Archi2015a;75.10060;Unknown;;No;No;;;
Archi2015a;75.2238;Unknown;;No;No;;;
Archi2015a;75.10168;Unknown;;No;No;;;
Archi2015a;75.1945;Unknown;;No;No;;;
Archi2015a;75.1764;Unknown;;No;No;;;
Archi2015a;75.2075;Unknown;;No;No;;;
Archi2015a;75.11010;Unknown;;No;No;;;
Archi2015a;75.2397;Unknown;;No;No;;;
Archi2015a;75.1173§§33′;Unknown;;No;No;;;
Archi2015a;75.2403;Unknown;;No;No;;;
Archi2015a;75.11365;Unknown;;No;No;;;
Archi2015a;75.10169;Unknown;;No;No;;;
Archi2015a;75.2635;Unknown;;No;No;;;
Archi2015a;75.2398;Unknown;;No;No;;;
Archi2015a;75.11010;Unknown;;No;No;;;
Archi2015a;75.10049;Unknown;;No;No;;;
Archi2015a;75.2585;Unknown;;No;No;;;
Archi2015a;75.10251;Unknown;;No;No;;;
Archi2015a;75.1414;Unknown;;No;No;;;
Archi2015a;75.1416;Unknown;;No;No;;;
Archi2015a;75.2464;Unknown;;No;No;;;
Archi2015a;75.2276;Unknown;;No;No;;;
Archi2015a;75.2502;Unknown;;No;No;;;
Archi2015a;75.10088;Unknown;;No;No;;;
Archi2015a;75.1379;Unknown;;No;No;;;
Archi2015a;75.2359;Unknown;;No;No;;;
Archi2015a;75.10201;Unknown;;No;No;;;
Archi2015a;75.10210;Unknown;;No;No;;;
Archi2015a;75.2462;Unknown;;No;No;;;
Archi2015a;75.10143;Unknown;;No;No;;;
Archi2015a;75.2333;Unknown;;No;No;;;
Archi2015a;75.10074;Unknown;;No;No;;;
Archi2015a;75.10151;Unknown;;No;No;;;
Archi2015a;75.2507;Unknown;;No;No;;;
Archi2015a;75.10088;Unknown;;No;No;;;
Archi2015a;75.1588;Unknown;;No;No;;;
Archi2015a;75.2226;Unknown;;No;No;;;
Archi2015a;75.2365;Unknown;;No;No;;;
Archi2015a;75.2546;Unknown;;No;No;;;
Archi2015a;75.2455;Unknown;;No;No;;;
Archi2015a;75.1233;Unknown;;No;No;;;
Archi2015a;75.1559;Unknown;;No;No;;;
Archi2015a;§75;Unknown;;No;No;;;
Archi2015a;75.10270;Unknown;;No;No;;;
Archi2015a;75.1934+10022;Unknown;;No;No;;;
Archi2015a;75.10159;Unknown;;No;No;;;
Archi2015a;75.1833;Unknown;;No;No;;;
Archi2015a;75.2315;Unknown;;No;No;;;
Archi2015a;75.12714;Unknown;;No;No;;;
Archi2015a;75.12468;Unknown;;No;No;;;
Archi2015a;75.3858;Unknown;;No;No;;;
Archi2015a;75.10167;Unknown;;No;No;;;
Archi2015a;75.2273;Unknown;;No;No;;;
Archi2015a;75.2277;Unknown;;No;No;;;
Archi2015a;75.2328;Unknown;;No;No;;;
Archi2015a;75.2335;Unknown;;No;No;;;
Archi2015a;75.2426;Unknown;;No;No;;;
Archi2015a;75.1934;Unknown;;No;No;;;
Archi2015a;75.2622;Unknown;;No;No;;;
Archi2015a;75.2465;Unknown;;No;No;;;
Archi2015a;75.2453;Unknown;;No;No;;;
Archi2015a;75.2325;Unknown;;No;No;;;
Archi2015a;75.2336;Unknown;;No;No;;;
Archi2015a;75.1705;Unknown;;No;No;;;
Archi2015a;75.1445;Unknown;;No;No;;;
Archi2015a;75.2598;Unknown;;No;No;;;
Archi2015a;:75ff;Unknown;;No;No;;;
Archi2015a;75.1923;Unknown;;No;No;;;
Archi2015a;:375;Unknown;;No;No;;;
Archi2015a;75–88;Unknown;;No;No;;;
Archi2015a;1:75–107;Unknown;;No;No;;;
Archi2015a;1975–1985;Unknown;;No;No;;;
Archi2015a;75.1464;Unknown;;No;No;;;
Archi2015a;75.2426;Unknown;;No;No;;;
Archi2015a;75.2335;Unknown;;No;No;;;
Archi2015a;75.2278;Unknown;;No;No;;;
Archi2015a;1.175;Unknown;;No;No;;;
Archi2015a;75.1406;Unknown;;No;No;;;
Archi2015a;75.2238;Unknown;;No;No;;;
Archi2015a;75.2398;Unknown;;No;No;;;
Archi2015a;75.2403;Unknown;;No;No;;;
Archi2015a;75.10167;Unknown;;No;No;;;
Archi2015a;75;Unknown;;No;No;;;
Archi2015a;75.10168;Unknown;;No;No;;;
Archi2015a;75.10222;Unknown;;No;No;;;
Archi2015a;75.10130;Unknown;;No;No;;;
Archi2015a;75.2506;Unknown;;No;No;;;
Archi2015a;75.12209;Unknown;;No;No;;;
Archi2015a;75.2447;Unknown;;No;No;;;
Archi2015a;75.2359;Unknown;;No;No;;;
Archi2015a;75.2646;Unknown;;No;No;;;
Archi2015a;75.1975;Unknown;;No;No;;;
Archi2015a;75.2436;Unknown;;No;No;;;
Archi2015a;75.2417;Unknown;;No;No;;;
Archi2015a;75.2417;Unknown;;No;No;;;
Archi2015a;75.2164;Unknown;;No;No;;;
Archi2015a;75.2377;Unknown;;No;No;;;
Archi2015a;75.2379;Unknown;;No;No;;;
Archi2015a;75.1730;Unknown;;No;No;;;
Archi2015a;75.1688;Unknown;;No;No;;;
Archi2015a;75.2478;Unknown;;No;No;;;
Archi2015a;75.2635;Unknown;;No;No;;;
Archi2015a;75.1945;Unknown;;No;No;;;
Archi2015a;75.2353;Unknown;;No;No;;;
Archi2015a;75.2653;Unknown;;No;No;;;
Archi2015a;75.2435+10140;Unknown;;No;No;;;
Archi2015a;75.1942;Unknown;;No;No;;;
Archi2015a;75.2330;Unknown;;No;No;;;
Archi2015a;75.10160;Unknown;;No;No;;;
Archi2015a;75.1588;Unknown;;No;No;;;
Archi2015a;75.1675;Unknown;;No;No;;;
Archi2015a;75.1944;Unknown;;No;No;;;
Archi2015a;75.1946;Unknown;;No;No;;;
Archi2015a;75.2276;Unknown;;No;No;;;
Archi2015a;75.2369;Unknown;;No;No;;;
Archi2015a;75.2573;Unknown;;No;No;;;
Archi2015a;75.10136;Unknown;;No;No;;;
Archi2015a;75.2457;Unknown;;No;No;;;
Archi2015a;75.2239;Unknown;;No;No;;;
Archi2015a;75.2450;Unknown;;No;No;;;
Archi2015a;75.2588;Unknown;;No;No;;;
Archi2015a;75.1741;Unknown;;No;No;;;
Archi2015a;75.2252;Unknown;;No;No;;;
Archi2015a;75.1884;Unknown;;No;No;;;
Archi2015a;75.10183;Unknown;;No;No;;;
Archi2015a;75.1784;Unknown;;No;No;;;
Archi2015a;75.2468;Unknown;;No;No;;;
Archi2015a;75.1872;Unknown;;No;No;;;
Archi2015a;75.2410;Unknown;;No;No;;;
Archi2015a;75.1748;Unknown;;No;No;;;
Archi2015a;75.1772;Unknown;;No;No;;;
Archi2015a;75.2528;Unknown;;No;No;;;
Archi2015a;75.11723;Unknown;;No;No;;;
Archi2015a;75.1250;Unknown;;No;No;;;
Archi2015a;75.10044;Unknown;;No;No;;;
Archi2015a;75.10233;Unknown;;No;No;;;
Archi2015a;75.1898+2447;Unknown;;No;No;;;
Archi2015a;75.2397;Unknown;;No;No;;;
Archi2015a;75.1881;Unknown;;No;No;;;
Archi2015a;75.2593;Unknown;;No;No;;;
Archi2015a;75.2516;Unknown;;No;No;;;
Archi2015a;757‒759;Unknown;;No;No;;;
Archi2015a;75.222;Unknown;;No;No;;;
Archi2015a;75.2112;Unknown;;No;No;;;
Archi2015a;75.2336;Unknown;;No;No;;;
Archi2015a;75.2278;Unknown;;No;No;;;
Archi2015a;";75";Unknown;;No;No;;;
Archi2015a;75.1249+;Unknown;;No;No;;;
Archi2015a;75.2335;Unknown;;No;No;;;
Archi2015a;75.2598;Unknown;;No;No;;;
Archi2015a;175‒176;Unknown;;No;No;;;
Archi2015a;75.2270;Unknown;;No;No;;;
Archi2015a;75.1764;Unknown;;No;No;;;
Archi2015a;75.2075;Unknown;;No;No;;;
Archi2015a;75.11010+;Unknown;;No;No;;;
Archi2015a;736‒759;Unknown;;No;No;;;
Archi2015a;656‒675;Unknown;;No;No;;;
Archi2015a;75.1730;Unknown;;No;No;;;
Archi2015a;75.12287+;Unknown;;No;No;;;
Archi2015a;30-75;Unknown;;No;No;;;
Archi2015a;3297+3775;Unknown;;No;No;;;
Archi2015a;75;Unknown;;No;No;;;
Archi2015a;75.3262;Unknown;;No;No;;;
Archi2015a;75.1920;Unknown;;No;No;;;
Archi2015a;75.1348;Unknown;;No;No;;;
Archi2015a;75.1434;Unknown;;No;No;;;
Archi2015a;75.1453;Unknown;;No;No;;;
Archi2015a;75.1940;Unknown;;No;No;;;
Archi2015a;75;Unknown;;No;No;;;
Archi2015a;1975;Unknown;;No;No;;;
Archi2015a;75.427;Unknown;;No;No;;;
Archi2015a;2875;Unknown;;No;No;;;
Archi2015a;75.120;Unknown;;No;No;;;
Archi2015a;75.2422;Unknown;;No;No;;;
Archi2015a;75.3000‒4101;Unknown;;No;No;;;
Archi2015a;75.2303;Unknown;;No;No;;;
Archi2015a;75.4102‒6050;Unknown;;No;No;;;
Archi2015a;75.1574;Unknown;;No;No;;;
Archi2015a;75.427”;Unknown;;No;No;;;
Archi2015a;75;Unknown;;No;No;;;
Archi2015a;75.2000;Unknown;;No;No;;;
Archi2015a;75.2001;Unknown;;No;No;;;
Archi2015a;75.5653;Unknown;;No;No;;;
Archi2015a;75.;Unknown;;No;No;;;
Archi2015a;3875;Unknown;;No;No;;;
Archi2015a;75.3040;Unknown;;No;No;;;
Archi2015a;3175;Unknown;;No;No;;;
Archi2015a;275;Unknown;;No;No;;;
Archi2015a;475;Unknown;;No;No;;;
Archi2015a;575-578;Unknown;;No;No;;;
Archi2015a;751-754;Unknown;;No;No;;;
Archi2015a;756-757;Unknown;;No;No;;;
Archi2015a;759-760;Unknown;;No;No;;;
Archi2015a;755;Unknown;;No;No;;;
Archi2015a;758;Unknown;;No;No;;;
Archi2015a;775;Unknown;;No;No;;;
Archi2015a;975-976;Unknown;;No;No;;;
Archi2015a;750;Unknown;;No;No;;;
Archi2015a;75.3000;Unknown;;No;No;;;
Archi2015a;75.3001;Unknown;;No;No;;;
Archi2015a;75.3005;Unknown;;No;No;;;
Archi2015a;75.3002;Unknown;;No;No;;;
Archi2015a;75.3006;Unknown;;No;No;;;
Archi2015a;75.3008;Unknown;;No;No;;;
Archi2015a;75.3003;Unknown;;No;No;;;
Archi2015a;75.3004;Unknown;;No;No;;;
Archi2015a;75.3009;Unknown;;No;No;;;
Archi2015a;75.3010;Unknown;;No;No;;;
Archi2015a;75.3017;Unknown;;No;No;;;
Archi2015a;75.3011;Unknown;;No;No;;;
Archi2015a;75.3012;Unknown;;No;No;;;
Archi2015a;75.3018;Unknown;;No;No;;;
Archi2015a;75.3013;Unknown;;No;No;;;
Archi2015a;75.3014;Unknown;;No;No;;;
Archi2015a;75.3019;Unknown;;No;No;;;
Archi2015a;75.3015;Unknown;;No;No;;;
Archi2015a;75.3020;Unknown;;No;No;;;
Archi2015a;75.3016;Unknown;;No;No;;;
Archi2015a;75.3021;Unknown;;No;No;;;
Archi2015a;75.3027;Unknown;;No;No;;;
Archi2015a;75.3022;Unknown;;No;No;;;
Archi2015a;75.3028;Unknown;;No;No;;;
Archi2015a;75.3023;Unknown;;No;No;;;
Archi2015a;75.3029;Unknown;;No;No;;;
Archi2015a;75.3024;Unknown;;No;No;;;
Archi2015a;75.3025;Unknown;;No;No;;;
Archi2015a;75.3030;Unknown;;No;No;;;
Archi2015a;75.3026;Unknown;;No;No;;;
Archi2015a;75.303;Unknown;;No;No;;;
Archi2015a;75.3032;Unknown;;No;No;;;
Archi2015a;75.3033;Unknown;;No;No;;;
Archi2015a;75.3037;Unknown;;No;No;;;
Archi2015a;75.3034;Unknown;;No;No;;;
Archi2015a;75.3035;Unknown;;No;No;;;
Archi2015a;75.3039;Unknown;;No;No;;;
Archi2015a;75.3041;Unknown;;No;No;;;
Archi2015a;75.3048;Unknown;;No;No;;;
Archi2015a;75.3049;Unknown;;No;No;;;
Archi2015a;75.3051;Unknown;;No;No;;;
Archi2015a;75.3042;Unknown;;No;No;;;
Archi2015a;75.3052;Unknown;;No;No;;;
Archi2015a;75.3045;Unknown;;No;No;;;
Archi2015a;75.3053;Unknown;;No;No;;;
Archi2015a;75.3059;Unknown;;No;No;;;
Archi2015a;75.3060;Unknown;;No;No;;;
Archi2015a;75.3054;Unknown;;No;No;;;
Archi2015a;75.3061;Unknown;;No;No;;;
Archi2015a;75.3055;Unknown;;No;No;;;
Archi2015a;75.3062;Unknown;;No;No;;;
Archi2015a;75.3057;Unknown;;No;No;;;
Archi2015a;75.3063;Unknown;;No;No;;;
Archi2015a;75.3058;Unknown;;No;No;;;
Archi2015a;75.3068;Unknown;;No;No;;;
Archi2015a;75.3064;Unknown;;No;No;;;
Archi2015a;75.3069;Unknown;;No;No;;;
Archi2015a;75.3065;Unknown;;No;No;;;
Archi2015a;75.3070;Unknown;;No;No;;;
Archi2015a;75.3066;Unknown;;No;No;;;
Archi2015a;75.3071;Unknown;;No;No;;;
Archi2015a;75.3067;Unknown;;No;No;;;
Archi2015a;75.3072;Unknown;;No;No;;;
Archi2015a;75.3075;Unknown;;No;No;;;
Archi2015a;75.3076;Unknown;;No;No;;;
Archi2015a;75.3074;Unknown;;No;No;;;
Archi2015a;75.3077;Unknown;;No;No;;;
Archi2015a;75.3078;Unknown;;No;No;;;
Archi2015a;75.3083;Unknown;;No;No;;;
Archi2015a;75.3084;Unknown;;No;No;;;
Archi2015a;75.3079;Unknown;;No;No;;;
Archi2015a;75.3085;Unknown;;No;No;;;
Archi2015a;75.3080;Unknown;;No;No;;;
Archi2015a;75.3086;Unknown;;No;No;;;
Archi2015a;75.3081;Unknown;;No;No;;;
Archi2015a;75.3082;Unknown;;No;No;;;
Archi2015a;75.3087;Unknown;;No;No;;;
Archi2015a;75.3088;Unknown;;No;No;;;
Archi2015a;75.3093;Unknown;;No;No;;;
Archi2015a;75;Unknown;;No;No;;;
Archi2015a;75.3094;Unknown;;No;No;;;
Archi2015a;75.3090;Unknown;;No;No;;;
Archi2015a;75.3095;Unknown;;No;No;;;
Archi2015a;75.3091;Unknown;;No;No;;;
Archi2015a;75.3096;Unknown;;No;No;;;
Archi2015a;75.3092;Unknown;;No;No;;;
Archi2015a;75.3097;Unknown;;No;No;;;
Archi2015a;75.3103;Unknown;;No;No;;;
Archi2015a;75.3098;Unknown;;No;No;;;
Archi2015a;75.3104;Unknown;;No;No;;;
